Date,Close,High,Low,Open,Volume,Daily_Return,Log_Return,Volatility,Close_Normalized
2021-01-04,125.74085235595705,129.82176713240116,123.16598610776016,129.7343224533574,143301900,,,,0.0725575609969561
2021-01-05,127.29547882080078,128.0047918651902,124.78862757117712,125.23559175221487,97664900,0.012363734106420443,0.012287927342774913,,0.08157357410134214
2021-01-06,123.01052856445312,127.33436285992688,122.79676500387104,124.09877604874404,155088000,-0.033661448906443625,-0.03424103919826735,,0.05672312382500755
2021-01-07,127.2080535888672,127.89792964576662,124.23481543686934,124.720639051932,109578200,0.034123298821651105,0.03355401348554278,,0.08106655389128392
2021-01-08,128.30599975585938,128.86955684085643,126.53759495540402,128.67521556411702,105158200,0.008631105783134752,0.008594070739294947,,0.08743406226282513
2021-01-11,125.322998046875,126.47926009199996,124.85661174188584,125.527050395019,100384500,-0.023249120965975312,-0.023523645089312713,,0.07013422651011736
2021-01-12,125.14816284179688,126.01292826031992,123.26316489383076,124.85666571536174,91951100,-0.0013950767840131828,-0.0013960508096289058,,0.06912027458292513
2021-01-13,127.17887115478516,127.72299108513502,124.84692436009828,125.10925836684515,88636800,0.016226433268184293,0.016096191714987884,,0.08089731117346621
2021-01-14,125.2550277709961,127.28576659581172,125.10927181431389,127.09144014639318,90221800,-0.015127067619963519,-0.015242648791468413,,0.06974003477860424
2021-01-15,123.53521728515624,126.52789226757407,123.39918727805356,125.12871800814143,111598500,-0.013730470676068918,-0.01382560542222771,,0.059766041521676416
2021-01-19,124.20565795898438,125.06071220220736,123.34089258160076,124.15707263586324,90757300,0.005427121824544745,0.005412448065804771,,0.06365424363172834
2021-01-20,128.2865753173828,128.7335395413519,124.90524730001776,125.01212908230433,104319500,0.032856130915920545,0.03232790736542554,,0.08732141077012867
2021-01-21,132.9893035888672,135.70991781539036,129.80230301173157,130.00635537983658,120150900,0.03665799215428245,0.036002069791190056,,0.11459475306868017
2021-01-22,135.12696838378906,135.88485193048166,131.19179469063414,132.4160646907934,114459400,0.016073960365492246,0.01594614214214348,,0.1269920808124465
2021-01-25,138.86778259277344,140.97625472972098,132.6686702057167,139.01353853335786,157611700,0.0276836981819919,0.027307433094348483,,0.14868682916002918
2021-01-26,139.10096740722656,140.20864422957436,137.3617112330404,139.52849439587914,98390600,0.0016791858420965866,0.0016777775858127105,,0.1500391780299325
2021-01-27,138.03216552734375,140.208660067174,136.42895396495652,139.3633171255217,140843800,-0.007683640881905762,-0.007713312137072728,,0.14384069114389808
2021-01-28,133.203125,137.964205672891,132.82418314547382,135.56423565217162,142621100,-0.03498489289720763,-0.03561152273688943,,0.11583480441758454
2021-01-29,128.2185516357422,132.86302336292994,126.51816929301404,131.9788209864335,177523800,-0.037420844024926736,-0.038138976227616944,,0.08692690931338032
2021-02-01,130.33676147460938,131.54160940158948,127.21776727973176,129.95781964029345,106239800,0.016520307021442804,0.016385331281153416,,0.09921140857860145
2021-02-02,131.16261291503906,132.44517904055598,130.7933823696511,131.88162209144176,83305400,0.006336289402054662,0.006316299517055454,,0.10400091112314913
2021-02-03,130.1424102783203,131.92052618668296,129.82176496768204,131.9108002272906,89880900,-0.007778151212797124,-0.0078085588101640645,,0.09808427420116661
2021-02-04,133.49456787109375,133.50427900274144,130.77395356806818,132.43547630144383,84183100,0.025757611109280765,0.02543147235579919,,0.1175250192726528
2021-02-05,133.0810089111328,133.72325779067754,132.20522578325316,133.65514858435046,75693800,-0.003097945980545691,-0.003102754548886274,,0.1151265955440185
2021-02-08,133.2270050048828,133.27566293088242,131.29053239728702,132.37067302189544,71297200,0.0010970467908573145,0.0010964454747677253,,0.11597329584419092
2021-02-09,132.3511962890625,134.17090160726997,132.19551172596402,132.94478730279516,76774200,-0.00657380773356131,-0.0065955103725587605,,0.11089406746532415
2021-02-10,131.7478790283203,133.3048434386966,130.78450562896475,132.80855342312873,73046600,-0.004558457178010733,-0.004568878626477037,,0.10739514572948416
2021-02-11,131.49488830566406,132.72098784651604,130.17147291387968,132.24416393424983,64280000,-0.0019202641023303713,-0.0019221101731159275,,0.10592793304377568
2021-02-12,131.72840881347656,131.88410821935858,130.0936095966532,130.73585850968206,60145100,0.0017758903849529606,0.0017743153560666794,,0.10728222875801463
2021-02-16,129.6070556640625,132.35118706954955,129.2178071626484,131.84518629017936,80576300,-0.016103991299385,-0.016235069729464525,,0.09497949995037758
2021-02-17,127.32030487060548,128.663186614112,125.9871636227175,127.7192791347366,97918500,-0.017643721491399367,-0.017801227355073175,0.019991201569059307,0.08171755208925835
2021-02-18,126.22067260742188,126.50286477250336,123.982542030246,125.72438263501022,96856700,-0.008636739161920426,-0.008674251941835206,0.01993300900124821,0.07534026524957638
2021-02-19,126.3763656616211,127.1937801275738,125.3351574256944,126.73642239782728,87668800,0.0012334988475577457,0.001232738712873576,0.018897716519388243,0.07624320280317265
2021-02-22,122.61048126220705,126.23041094448013,122.22124015432108,124.56640502266376,103916400,-0.02979896106125879,-0.03025197232152085,0.018644661411463957,0.0544030605808844
2021-02-23,122.47425079345705,123.30138352656304,115.20519947854248,120.43074421044317,158273000,-0.0011110833865717318,-0.0011117010973121738,0.01855470428135511,0.0536129957522955
2021-02-24,121.97796630859376,122.1823162213377,118.94190197736168,121.57899955251936,111039900,-0.004052153670245584,-0.00406038589127152,0.018100053634035714,0.05073480763430238
2021-02-25,117.73523712158205,123.05808944115938,117.29734557401017,121.32597453863156,148199500,-0.03478275065086733,-0.03540207412164515,0.019138211598118397,0.026129217279641792
2021-02-26,117.99799346923828,121.49141551253577,117.93960247752108,119.29220956982276,164560400,0.0022317562191249696,0.0022292695502860033,0.018850656580537247,0.027653065436933577
2021-03-01,124.35232543945312,124.48855870917816,119.48683030882653,120.42100448300808,116307900,0.053851186646418636,0.052451251011025414,0.021284601828699266,0.06450483762057213
2021-03-02,121.75413513183594,125.25728963208245,121.64709366058167,124.95563135354156,102260900,-0.020893781426566393,-0.021115145326344224,0.021482932556413127,0.04943670492702501
2021-03-03,118.77645874023438,122.32827149061752,118.56237577745944,121.45248092660913,112966300,-0.02445647031517506,-0.02476049696751813,0.021898838712319485,0.03216775320491505
2021-03-04,116.8983917236328,120.27504677444026,115.4290174341431,118.47481493176636,178155000,-0.015811778163120183,-0.015938117867467946,0.021071545822043805,0.02127595558310036
2021-03-05,118.15367889404295,118.65969453198088,114.40724922583529,117.72552038212189,153766600,0.010738275795768581,0.010681029961964121,0.01989288770044258,0.028555958744067578
2021-03-08,113.22978973388672,117.74496808125188,113.08382341259126,117.67685145453471,154376600,-0.04167360006260867,-0.04256684929290705,0.020687148100685518,0.0
2021-03-09,117.83258056640624,118.77648799430868,115.59445682287463,115.8279985560784,129525800,0.04064999893876897,0.039845516902346285,0.021526435220568543,0.02669375789052686
2021-03-10,116.75241088867188,118.88349246045178,116.2366622283132,118.41640913957764,111943300,-0.009166986520554143,-0.009209261898368657,0.021497332152743524,0.02042934377585237
2021-03-11,118.6791534423828,119.89552719538874,117.997987110362,119.24355264557504,103026500,0.01650280742851762,0.01636811594031323,0.02186679816505701,0.031603433826340566
2021-03-12,117.77416229248048,117.9103955487277,115.95447204511132,117.16111263936789,88105100,-0.007625527513908992,-0.007654750504109062,0.02112200788333842,0.026354962729656317
2021-03-15,120.65454864501952,120.6642817142442,117.18058534747088,118.14395874848536,92403800,0.024456861305333533,0.024162580738873018,0.020751775468868475,0.043059683566116114
2021-03-16,122.19204711914062,123.79766203262986,121.36491441345116,122.31854732264156,115227900,0.012742979783088249,0.012662471240634883,0.020647871843941453,0.05197636336292055
2021-03-17,121.4038314819336,122.47423888090718,119.0489262952044,120.7129320932856,111932600,-0.0064506296096218385,-0.006471524827479824,0.02060298515935786,0.04740512861627999
2021-03-18,117.28761291503906,119.86632656590932,117.08326303051578,119.5743939170728,121229700,-0.03390517841693552,-0.03449329059821776,0.021377134248365917,0.023533233097397965
2021-03-19,116.7621612548828,118.16342636251116,116.46050290360724,116.6745858977346,185549500,-0.0044800268936916465,-0.004490092287582799,0.020663662100093235,0.02048589075451135
2021-03-22,120.0707015991211,120.53779245026008,117.02490398115997,117.09302062360136,111912300,0.028335723736870655,0.027941693228067083,0.021503897755397926,0.03967367880174566
2021-03-23,119.24356079101562,120.89782623844285,118.8543196786337,120.0123099463268,95467100,-0.006888781335408822,-0.006912618525421897,0.02149828521408317,0.03487669860509046
2021-03-24,116.85946655273438,119.5938800533793,116.8400078374971,119.51603034411634,88530500,-0.0199934841132392,-0.020196058475581417,0.021703786525705586,0.021050210133085834
2021-03-25,117.34600830078124,118.38723138862224,115.79878440882976,116.32425877519718,98844700,0.0041634774006718,0.0041548341110940815,0.02175322382939938,0.023871895518881914
2021-03-26,117.94934844970705,118.21208938078492,115.72095047944184,117.11248257706046,94071200,0.005141548124750317,0.005128375498691659,0.02181042647792794,0.027370949994108718
